COJ0  1544.448 0.01579  1.000E9 28.0 ! 12C16O v'=0 R(0) Morton/Noreau 1994 ApJS95:301 Tab3A 
COJ6  1301.829 0.0004749  1.000E9 28.0 ! v'=9 Q(6)
COJ6  1301.500 0.0002923  1.000E9 28.0 ! v'=9 R(6)
COJ0  1281.866 0.0004096  1.000E9 28.0 ! v'=10 R(0) [10]
COJ1  1281.929 0.0002048  1.000E9 28.0 ! v'=10 Q(1)
COJ1  1281.838 0.0002048  1.000E9 28.0 ! v'=10 R(1)
COJ2  1282.055 0.00004095 1.000E9 28.0 ! v'=10 P(2)
COJ2  1281.964 0.0002048  1.000E9 28.0 ! v'=10 Q(2)
COJ2  1281.831 0.0001637  1.000E9 28.0 ! v'=10 R(2)
COJ3  1282.154 0.00005850 1.000E9 28.0 ! v'=10 P(3)
COJ3  1282.020 0.0002046  1.000E9 28.0 ! v'=10 Q(3)
COJ3  1281.840 0.0001461  1.000E9 28.0 ! v'=10 R(3)
COJ4  1282.273 0.00006818 1.000E9 28.0 ! v'=10 P(4)
COJ4  1282.093 0.0002046  1.000E9 28.0 ! v'=10 Q(4)
COJ4  1281.840 0.0001364  1.000E9 28.0 ! v'=10 R(4)
COJ5  1282.409 0.00007437 1.000E9 28.0 ! v'=10 P(5)
COJ5  1282.184 0.0002045  1.000E9 28.0 ! v'=10 Q(5)
COJ5  1281.914 0.0001302  1.000E9 28.0 ! v'=10 R(5)
COJ6  1282.563 0.00007865 1.000E9 28.0 ! v'=10 P(6)
COJ6  1282.294 0.0002045  1.000E9 28.0 ! v'=10 Q(6)
COJ6  1281.979 0.0001259  1.000E9 28.0 ! v'=10 R(6)
COJ0  1263.433 0.0001800  1.000E9 28.0 ! v'=11 R(0) [11]
COJ1  1263.494 0.0000900  1.000E9 28.0 ! v'=11 Q(1)
COJ1  1263.409 0.0000900  1.000E9 28.0 ! v'=11 R(1)
COJ2  1263.617 0.0000180  1.000E9 28.0 ! v'=11 P(2)
COJ2  1263.532 0.0000900  1.000E9 28.0 ! v'=11 Q(2)
COJ2  1263.403 0.0000720  1.000E9 28.0 ! v'=11 R(2)
COJ3  1263.716 0.00002571 1.000E9 28.0 ! v'=11 P(3)
COJ3  1263.587 0.00008999 1.000E9 28.0 ! v'=11 Q(3)
COJ3  1263.416 0.00006429 1.000E9 28.0 ! v'=11 R(3)
COJ4  1263.833 0.00002999 1.000E9 28.0 ! v'=11 P(4)
COJ4  1263.661 0.00008999 1.000E9 28.0 ! v'=11 Q(4)
COJ4  1263.447 0.00006000 1.000E9 28.0 ! v'=11 R(4)
COJ5  1263.968 0.00003271 1.000E9 28.0 ! v'=11 P(5)
COJ5  1263.754 0.00008998 1.000E9 28.0 ! v'=11 Q(5)
COJ5  1263.498 0.00005727 1.000E9 28.0 ! v'=11 R(5)
COJ6  1264.123 0.00003460 1.000E9 28.0 ! v'=11 P(6)
COJ6  1263.866 0.00008997 1.000E9 28.0 ! v'=11 Q(6)
COJ6  1263.567 0.00005538 1.000E9 28.0 ! v'=11 R(6)
